codigo;abc;tipo;saldo_manut;provid_compras;recebimento_esperado;transito_manut;stage_manut;recepcao_manut;pendente_ri;pecas_teste_kit;pecas_teste;fornecedor_reparo;laboratorio;wr;wrcr;stage_wr;cmm;coef_perda
RSXP-073277;C;20;43;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
DOOR-045390;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UONR-084851;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZODR-060470;C;20;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GEJF-030958;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YOQR-013857;C;20;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GSRP-071705;C;20;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QSHP-033366;C;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOYR-072780;C;20;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;1
IODR-033039;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOTR-012513;C;20;1118;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
QOUR-062062;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
RSEP-063215;C;20;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOZR-023094;C;10;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0.34;0
COUR-021391;C;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TSBP-051717;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EOAR-045451;C;20;29;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
AOBR-071944;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0
DOSR-036274;C;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LOYR-032821;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BMTC-070944;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DCUB-021224;C;20;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROOR-006918;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
POER-063439;C;20;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOGR-023255;C;20;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COPR-048222;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOAR-045312;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NODR-014869;C;19;2;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0
BOBR-035486;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;1
QSNP-013623;C;20;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOPR-004278;C;20;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MSOP-022012;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
YOBR-000905;C;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YOZR-038656;C;20;5;0;0;0;0;0;0;2970;0;0;0;0;0;0;0;1
XOER-014915;C;20;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GONR-085950;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOKR-072719;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOAR-006157;C;20;30;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1
HOER-054910;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AMZC-070339;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OOCR-033097;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOFR-015153;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROMR-095048;C;20;363;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1
PQCB-062702;C;10;0;0;0;3;0;0;0;0;0;0;0;0;20;0;0;0
FODR-002435;C;20;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
WOYR-046601;C;20;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PODR-093268;C;20;0;0;0;43;0;0;0;3;0;0;0;0;0;0;0;1
ZOCR-070027;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IMJC-030650;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EOHR-044402;C;20;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0.34;1
FQLB-020136;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
AOER-055213;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOIR-015280;C;20;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOIR-042727;C;10;17;39;0;0;0;0;0;0;0;0;0;0;0;0;0.67;0
FOMR-091073;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VSFP-062575;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DSHP-023766;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COUR-071964;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XSRP-001254;C;10;0;0;0;0;0;0;0;0;0;0;0;219;0;0;2.01;0
LOWR-052998;C;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
LODR-064092;C;20;2;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1
DODR-093125;B;10;10;435;0;2;7;0;0;1;0;101;0;27;7;0;9.01;0
RCSB-013236;C;19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ROMR-048968;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOIR-078856;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOQR-063253;C;19;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0
OMMC-000028;C;20;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QOIR-048754;C;20;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
AOQR-038798;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COSR-018970;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
POJR-096992;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CONR-043020;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOSR-083306;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOXR-023375;C;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOIR-085488;C;20;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOIR-071098;C;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
FODR-038948;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOKR-040642;C;20;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0.17;1
EOWR-002271;C;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
FOGR-078200;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LMKC-000373;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOBR-005028;C;10;26;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
QOMR-030416;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OOHR-090129;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AOAR-088879;C;10;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0
YOYR-090101;C;20;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ISDP-063070;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOCR-063942;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOER-072307;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOSR-080987;C;20;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
XOWR-095016;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AORR-053428;C;20;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CORR-065764;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MOHR-005030;C;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOSR-084483;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HONR-015133;C;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OOCR-010891;C;20;17;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1
KMCC-090805;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WSIP-153832;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YOSR-048270;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOUR-044041;C;20;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;1
LOGJ-050354;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NONR-000775;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOSR-095964;C;20;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOSR-041686;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OOER-003150;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROER-043012;C;20;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1
WMYC-080188;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EOER-030897;C;20;19;0;0;0;0;0;0;188;0;0;0;0;0;0;0;1
TOYR-042012;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOER-008865;C;20;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QOCR-075455;C;20;100;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1
EOOR-032553;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOJR-021385;C;20;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0.17;1
OOAR-008411;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOTR-011802;C;20;770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROWJ-050138;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DOVR-066142;C;20;40;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
ZOUR-056569;C;20;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ASJP-063120;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOOR-094233;C;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOIR-065630;C;20;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOCR-025873;C;20;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1
QSEP-073190;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CCXB-023342;C;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOXR-065195;C;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
COER-002428;C;20;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WQLB-003736;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
NOYR-058314;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOMR-006432;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EMOC-060334;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOAR-015941;C;19;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KMHC-000557;C;19;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XOXR-034427;C;20;28;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
EOIR-036558;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOCR-073608;C;20;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0.17;1
FAFO-050112;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OSVP-022697;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOQR-064646;B;10;5;0;0;0;13;0;3;0;80;0;0;32;0;0;5.03;0.157494905
LOWR-060222;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOCR-091756;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.84;1
ROOJ-080409;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
JOPR-078122;C;20;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;1
SOBR-031530;C;19;0;0;0;0;0;0;0;0;47;0;0;81;0;0;0;0.070921986
BONR-014884;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QOSR-073412;C;10;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
EOHR-053453;C;20;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0
JOBR-045676;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ROER-011281;C;19;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0.34;0
KOZR-061429;C;20;962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOYR-056285;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOSR-026066;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
VOWR-048421;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YSDP-013957;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
YOGR-088821;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QOER-075300;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VONR-032453;C;20;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0.68;1
KOVR-093428;C;10;23;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
QMZC-020118;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QOIR-095698;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOMR-064430;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LADO-010092;C;20;1445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COFR-050453;C;20;220;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
VQXB-043192;C;20;36;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1
HOAR-015630;C;20;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOTR-085640;C;20;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOPR-025178;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MOBR-005382;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BSWP-132119;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OORR-092939;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BQCB-010440;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOGR-046731;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HODR-074139;C;10;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
OOYR-083650;C;20;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOXR-011602;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOLR-090028;C;20;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ISDP-192447;C;20;3;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1
QEKF-050091;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CSGP-073573;C;19;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KQQB-024190;C;20;0;0;0;25;0;0;0;58;0;0;0;0;0;0;0;1
POFR-086847;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QSXP-103712;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YOOR-091063;C;20;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OODR-062156;C;20;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;1
AORR-088109;C;10;1;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0
PSEP-023309;C;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YOSR-060417;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
POYR-013803;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
POKR-034007;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NORR-015022;C;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZOJR-085098;C;20;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LOZR-052798;C;20;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOAR-026424;C;20;0;0;0;0;0;0;0;1034;0;0;0;0;0;0;0;1
GOZR-020376;C;19;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FOFR-012689;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BQZB-069986;C;19;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2.5;0
ROLR-076416;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VCPB-003647;C;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VOVR-055116;C;20;10;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1
TOWR-011339;C;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LOWR-022165;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOXR-013654;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EOMR-011077;A;20;715;4000;0;276;16;0;0;328;0;0;0;499;0;0;474.17;0
AOGR-031520;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOQR-042214;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOWR-012918;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOSR-025438;C;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JCQB-011360;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AEJF-010689;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOZR-012085;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOBR-022185;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CSMP-071598;C;20;10;21;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MMWC-040623;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.01;1
HOVR-096573;C;20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JORR-012180;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOAR-018407;C;20;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NMIC-020748;C;20;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOSR-068175;C;10;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
POHR-085515;C;20;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XSYP-011278;C;20;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOCR-078715;C;20;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
ZODR-021379;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LSYP-093758;C;20;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DSKP-050442;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;1
MOUR-000917;C;20;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOHR-063052;C;10;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
JOZR-046665;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOIR-060717;C;20;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
EOBR-055167;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DSAP-174360;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.84;0.011695906
QOOR-015596;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.02;1
ZSIP-072873;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
POVR-001331;C;20;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;1
POKR-043388;C;20;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AMYC-020784;C;19;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
COJR-088537;C;10;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
VOFR-066002;C;20;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1
SOFR-051476;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VOQR-063267;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FSRP-184480;C;20;1453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OONR-064492;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
AOOR-061312;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
POCR-035583;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XORR-065756;C;20;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WOER-055932;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
GOQR-061817;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOBR-064064;C;20;5;0;0;23;0;0;0;0;0;0;0;0;0;0;0;1
QOQR-065963;C;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOBR-058563;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67;1
IOAR-056058;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOYR-020703;C;20;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
SONR-018569;C;10;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
OQNB-040065;C;20;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
GOVR-054607;C;10;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0
BSXP-071889;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OOPR-054554;C;20;27;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
FONR-014900;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HSZP-182422;C;20;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOPR-036612;C;20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OAXO-030200;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WSFP-023267;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33
DSDP-011775;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOPR-064901;C;10;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.33;0
PODR-064200;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOJR-026908;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LODR-046428;C;19;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
MOSR-085330;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LOFR-012659;C;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1.17;1
AOGR-091252;C;20;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOFR-066958;C;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AODR-042216;C;20;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOPR-018076;C;20;11;0;0;0;0;0;0;0;0;0;0;0;0;0;7.68;1
ROAR-012727;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YSAP-034146;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOOR-002570;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOJR-093373;C;20;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FONR-073244;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOMR-095321;C;20;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOOR-021984;C;20;1;0;0;0;0;0;0;48;0;0;0;0;0;0;0;1
ZOOR-062378;B;20;213;3450;100;205;4;0;0;11;0;0;0;384;0;0;6.68;1
AORR-036950;C;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XOMJ-050450;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOLR-093948;C;20;174;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
KODR-093339;C;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOER-076287;C;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85;0
FSRP-012209;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DOMR-032520;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOYR-095640;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EENF-060796;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOKR-025782;C;10;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ROUR-046523;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOPR-040989;C;20;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0
LOAR-076048;C;20;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
RONR-045086;C;10;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0
XMPC-050610;C;20;43;0;0;0;0;0;0;2;0;0;0;0;0;0;146.7;1
FOBR-080021;C;20;0;0;0;0;0;0;0;6;0;0;0;0;0;0;5.32;1
SOFR-093092;C;10;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0.17;0
FOYR-016504;C;19;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HSTP-102424;C;10;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03003003
ROSR-004963;C;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOFR-056343;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOFR-000263;C;20;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
LOCR-005265;C;20;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1
UOZR-055580;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DOTR-034594;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOZR-000346;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOQR-080834;C;10;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
WOZR-032993;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.83;1
YOYR-035302;C;20;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOHR-061269;C;10;0;23;0;0;0;0;0;0;0;0;0;5;0;0;0;0
NOER-004860;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LOSR-085381;C;10;16;0;0;0;0;0;0;0;6;0;0;0;0;0;0.67;0
EOZR-043451;C;19;0;0;0;0;0;0;0;0;0;0;0;125;0;48;0;0
FOSR-006745;C;10;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
